g_scientificnName,g_kingdom,g_phylum,g_class,g_order,g_family,g_genus,g_higherGeographyID,g_country,g_locality,g_habitat,times_spotted
"Pseudanthias squamipinnis (Peters, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Dhuni Kohlu",Maldives,"Baa atoll ","Mas Giri",1
"Pseudanthias squamipinnis (Peters, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Pseudanthias squamipinnis (Peters, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Fish Head",1
"Pseudanthias squamipinnis (Peters, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Maalhos Thila",1
"Pseudanthias squamipinnis (Peters, 1855)",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudanthias,"Laccadive Sea",Maldives,"North Ari Atoll","Orimas Thila",1
"Pterocaesio pisang (Bleeker, 1853)",Animalia,Chordata,Actinopterygii,Perciformes,Caesionidae,Pterocaesio,"Indian Ocean",Maldives,"Nord Nilandhe Atoll",Cliffhanger,1
Pterois,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Male Atoll","Nalaguraidhoo Thila",1
"Pterois antennata (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"South Ari Atoll","Rah Digga Beyru",1
"Pterois antennata (Bloch, 1787)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Male Atoll","Hp Reef",1
"Pterois miles (Bennett, 1828)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Pterois miles (Bennett, 1828)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","The Cathedral",1
"Pterois radiata Cuvier, 1829",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Ari Atoll","Moofushi House Reef",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Hanimaadhoo Atoll","Hanimaadhoo Faru",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Kurumba Island Resort, North Male Atoll","Kurumba Reef",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"North Ari Atoll",Fesdu,1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Lagoon",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Wreck",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Ari Atoll","Kari Beiru Thila",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",2
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Anemone Thila",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Pterois volitans (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,"Océan indien",Maldives,"Ari Atoll Nord","Maaya Thila",1
"Pygoplites diacanthus (Boddaert, 1772)",Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pygoplites,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Remora remora (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Echeneidae,remora,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Indian Ocean",Maldives,"Ari Atoll","Panettone Manta Point",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Indian Ocean",Maldives,"Hanimaadhoo Atoll","Hanimaadhoo Faru",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Indian Ocean",Maldives,"South Ari Atoll","Sun Island Beyru",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"North Ari Atoll","Maamigili Whale Shark",2
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"South Ari Atoll","Dhidoo Faru",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"South Ari Atoll",Holiday,1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"South Ari Atoll","Maamigili Beru",2
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"South Ari Atoll","Maamigili Beyru",1
"Rhincodon typus Smith, 1828",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,"Laccadive Sea",Maldives,"South Ari Atoll","Madivaru Thila",1
"Rhinecanthus aculeatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Rhinecanthus aculeatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,"Indian Ocean",Maldives,"South Ari Atoll","Bappolhi Thila",1
"Rhinecanthus aculeatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,"Laccadive Sea",Maldives,"Male Atoll","Hp Reef",1
"Rhinecanthus aculeatus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,"Laccadive Sea",Maldives,"North Ari Atoll","Hafsa Thila",1
"Rhinecanthus rectangulus (Bloch and Schneider, 1801)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,"Laccadive Sea",Maldives,"North Ari Atoll","Bathalaa Maagaa Kan Thila",1
"Rhinobatos obtusus Müller & Henle, 1841",Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Rhinobatos,"Laccadive Sea",Maldives,"South Ari Atoll","Kudarah Thila",1
"Rhizoprionodon oligolinx Springer, 1964",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Kandy",1
"Rhizoprionodon oligolinx Springer, 1964",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",1
"Rhynchobatus djiddensis (Forsskål, 1775)",Animalia,Chordata,Elasmobranchii,Rajiformes,Rhinobatidae,Rhynchobatus,"Indian Ocean",Maldives,"North Male Atoll",Kanduoiygiri,1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Laccadive Sea",Maldives,"Ari Atoll","Rangali Madivaru",1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Laccadive Sea",Maldives,"Kuredu, Lhaviyani Atoll","Kuredu House Reef",1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Scarus psittacus Forsskål, 1775",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,"North Ari Atoll",Maldives,"South Ari Atoll","Bulha Llohi",1
Scombridae,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,,"Laccadive Sea",Maldives,"Male Atoll","Nalaguraidhoo Thila",1
"Scorpaena russula Jordan & Bollman, 1890",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,"Laccadive Sea",Maldives,"North Ari Atoll","Hafsa Thila",1
"Scorpaenodes albaiensis (Evermann & Seale, 1907)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenodes,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",1
"Scorpaenopsis diabolus (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,"Indian Ocean",Maldives,"South Ari Atoll","Vilamendhoo Thila",1
"Scorpaenopsis diabolus (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Scorpaenopsis diabolus (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",1
"Scorpaenopsis diabolus (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,"Laccadive Sea",Maldives,"Ari Atoll","Maalhos Thila",1
"Scorpaenopsis diabolus (Cuvier, 1829)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaenopsis,"Laccadive Sea",Maldives,"Ari Atoll","Maya Thila",1
"Sebastapistes cyanostigma (Bleeker, 1856)",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Sebastapistes,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Selar crumenophthalmus (Bloch, 1793)",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Selar,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",2
"Solenostomus paradoxus (Pallas, 1770)",Animalia,Chordata,Actinopterygii,Syngnathiformes,Solenostomidae,Solenostomus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Sparisoma chrysopterum (Bloch and Schneider, 1801)",Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,"Meemu Atoll",Maldives,"Medhufushi Meemu Atoll","Medhufushi Tilas",1
"Sphyraena forsteri Cuvier, 1829",Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",1
"Sphyraena obtusata Cuvier, 1829",Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,"Laccadive Sea",Maldives,"Ari Atoll","Kuda Thila",1
"Sphyraena obtusata Cuvier, 1829",Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,"Laccadive Sea",Maldives,"Ari Atoll","Maya Thila",1
"Sphyraena obtusata Cuvier, 1829",Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,"Laccadive Sea",Maldives,"North Ari Atoll","Halaveli Wreck",1
"Sphyrna lewini (Griffith and Smith, 1834)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Hammerhead Point",1
"Sphyrna lewini (Griffith and Smith, 1834)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,1
"Sphyrna mokarran (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Spongia officinalis Linnaeus, 1759",Animalia,Porifera,Demospongiae,Dictyoceratida,Spongiidae,Spongia,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Stegostoma fasciatum (Hermann, 1783)",Animalia,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,"Indian Ocean",Maldives,"North Male Atoll","Faru Beyru",1
"Stichodactyla mertensii Brandt, 1835",Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Sufflamen chrysopterum (Bloch & Schneider, 1801)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Sufflamen,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Synanceia verrucosa Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,Synanceia,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Synanceia verrucosa Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,Synanceia,"Indian Ocean",Maldives,"South Ari Atoll","Kudhimaa Wreck",1
"Synanceia verrucosa Bloch & Schneider, 1801",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae,Synanceia,"Laccadive Sea",Maldives,"Male Atoll","Banana Reef",1
"Taenianotus triacanthus Lacepède, 1802",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Taenianotus,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Taenianotus triacanthus Lacepède, 1802",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Taenianotus,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Taeniura meyeni Müller and Henle, 1841",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Taeniura,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Wreck",1
"Taeniura meyeni Müller and Henle, 1841",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Taeniura,"Laccadive Sea",Maldives,"North Ari Atoll","Bathalaa Maagaa Kan Thila",1
Testudines,Animalia,Chordata,Reptilia,Testudines,,,"Laccadive Sea",Maldives,"Male Atoll","Nalaguraidhoo Thila",1
"Thalassoma hardwicke (Bennett, 1830)",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",3
"Thalassoma purpureum (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Thunnus alalunga (Bonnaterre, 1788)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,"leccadive sea",Maldives,"Dhonveli Island, North Male Atoll",Gaamaadhoo,1
"Thunnus tonggol (Bleeker, 1851)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,"Fonimagoodhoo Island, Baa Atoll",Maldives,"Fonimagoodhoo Island, Baa Atoll","Reethi House Reef",1
"Thunnus tonggol (Bleeker, 1851)",Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"atoll sud","Origandu Finolhu",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Caves,1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Laguna Kuramathi",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)",Madivaru,3
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Male' Atoll","Manta Point",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Nord Nilandhe Atoll","Filitheyo House Reef",2
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Nord Nilandhe Atoll, Filitheyo","Two Brothers",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Lagoon",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Wreck",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"North Ari Atoll","Fish Head",2
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"South Ari Atoll",Madivaru,1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"South Ari Atoll","Shark Point",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"South Ari Atoll","Sun Island Beyru",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"South Ari Atoll","Vilamendhoo Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Vaavu Atoll","Alimatha Jetty",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Kandy",3
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Indian Ocean",Maldives,"Vaavu Atoll","Miyaru Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Ari Atoll","Bodu Tin Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Ari Atoll","Fish Head Mushi Mas Mingili Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Ari Atoll","Maalhos Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Ari Atoll","Maaya Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Ari Atoll","Maya Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Dhonveli Island, North Male Atoll",Aquarium,1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Lhaviyani Atoll","Kuredu Express",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Male Atoll","Guraidhoo Corner",2
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Male Atoll","Kandooma Thila",3
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Male Atoll","Middle Point",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"Male Atoll","Nassimo Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"North Ari Atoll","Bathalaa Maagaa Kan Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"North Ari Atoll","Hafsa Thila",2
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"North Ari Atoll","Kandol Manta Point",2
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"North Ari Atoll","Maalhos Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"North Ari Atoll","Maaya Thila",6
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"Laccadive Sea",Maldives,"South Male Atoll","Kandhooma Thila",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,Meeru,Maldives,"North Male Atoll","Miyaru Faru",1
"Triaenodon obesus (Rüppell, 1837)",Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,"OCEANS INDIEN",Maldives,"Male Atoll","Losrichi Corner",1
"Tursiops truncatus (Montagu, 1821)",,,,,Delphinidae,Tursiops,"Indian Ocean",Maldives,"Kuramathi (Rasdhoo Atoll)","Hammerhead Point",1
"Urogymnus asperrimus (Bloch and Schneider, 1801)",Animalia,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Urogymnus,"Indian Ocean",Maldives,"North Male Atoll","Sheraton Lagoon",2
"Xenentodon cancila (Hamilton, 1822)",Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Xenentodon,"Indian Ocean",Maldives,"Rasdhoo Atoll","Veligandu North",1
"Zanclus cornutus (Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,"Laccadive Sea",Maldives,"Male Atoll","Kuda Giri Wreck",1
"Zostera marina L.",,,,,,,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Lagoon",1
"Zostera marina L.",,,,,,,"Indian Ocean",Maldives,"North Ari Atoll","Fesdu Wreck",1
